[Sun Apr 13 19:52:11.742749 2014] [:error] [pid 17049] [client 127.0.0.1:56147] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 6
[Sun Apr 13 20:51:07.633298 2014] [:error] [pid 1315] [client 127.0.0.1:38069] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:51:07.636844 2014] [:error] [pid 1315] [client 127.0.0.1:38069] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 20:51:36.760622 2014] [:error] [pid 3322] [client 127.0.0.1:38071] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:51:36.764666 2014] [:error] [pid 3322] [client 127.0.0.1:38071] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 20:51:36.913042 2014] [:error] [pid 3322] [client 127.0.0.1:38071] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:51:36.916906 2014] [:error] [pid 3322] [client 127.0.0.1:38071] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 20:52:21.524670 2014] [:error] [pid 3397] [client 127.0.0.1:38073] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:52:21.528689 2014] [:error] [pid 3397] [client 127.0.0.1:38073] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 20:52:21.692504 2014] [:error] [pid 3397] [client 127.0.0.1:38073] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:52:21.696074 2014] [:error] [pid 3397] [client 127.0.0.1:38073] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 20:53:40.913132 2014] [:error] [pid 3546] [client 127.0.0.1:38075] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:53:40.917454 2014] [:error] [pid 3546] [client 127.0.0.1:38075] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 20:53:41.078481 2014] [:error] [pid 3546] [client 127.0.0.1:38075] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 20:53:41.082110 2014] [:error] [pid 3546] [client 127.0.0.1:38075] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:01:02.939454 2014] [:error] [pid 3661] [client 127.0.0.1:38132] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:01:02.951169 2014] [:error] [pid 3661] [client 127.0.0.1:38132] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:01:03.104438 2014] [:error] [pid 3661] [client 127.0.0.1:38132] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:01:03.108032 2014] [:error] [pid 3661] [client 127.0.0.1:38132] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:02:42.990061 2014] [:error] [pid 4411] [client 127.0.0.1:38154] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:02:42.998359 2014] [:error] [pid 4411] [client 127.0.0.1:38154] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:02:43.162580 2014] [:error] [pid 4411] [client 127.0.0.1:38154] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:02:43.166135 2014] [:error] [pid 4411] [client 127.0.0.1:38154] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:03:23.576459 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:03:23.580740 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:03:23.737010 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:03:23.740471 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:03:24.565479 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:03:24.572006 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:03:24.718153 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:03:24.721763 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:03:24.777368 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:03:24.781271 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:03:24.931173 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Warning:  phpinfo(): It is not safe to rely on the system's timezone settings. You are *required* to use the date.timezone setting or the date_default_timezone_set() function. In case you used any of those methods and you are still getting this warning, you most likely misspelled the timezone identifier. We selected the timezone 'UTC' for now, but please set date.timezone to select your timezone. in /var/www/phalcon/public/index.php on line 3
[Sun Apr 13 21:03:24.934852 2014] [:error] [pid 4413] [client 127.0.0.1:38156] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 8
[Sun Apr 13 21:04:42.049012 2014] [:error] [pid 4414] [client 127.0.0.1:38179] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 7
[Sun Apr 13 21:04:42.123286 2014] [:error] [pid 4429] [client 127.0.0.1:38180] PHP Fatal error:  Class 'Phalcon\\Loader' not found in /var/www/phalcon/public/index.php on line 7
[Sun Apr 13 22:13:48.685844 2014] [:error] [pid 4547] [client 127.0.0.1:38594] PHP Notice:  Undefined variable: random_cars in /var/www/phalcon/app/views/index/index.phtml on line 1
[Sun Apr 13 22:13:48.685911 2014] [:error] [pid 4547] [client 127.0.0.1:38594] PHP Warning:  Invalid argument supplied for foreach() in /var/www/phalcon/app/views/index/index.phtml on line 1
[Sun Apr 13 22:13:48.748159 2014] [:error] [pid 4547] [client 127.0.0.1:38594] PHP Notice:  Undefined variable: random_cars in /var/www/phalcon/app/views/index/index.phtml on line 1
[Sun Apr 13 22:13:48.748205 2014] [:error] [pid 4547] [client 127.0.0.1:38594] PHP Warning:  Invalid argument supplied for foreach() in /var/www/phalcon/app/views/index/index.phtml on line 1
